#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
263037	83718	140694	249813	250837	-	-	Clic4	Dnm1	-	Dnm	Affinity Capture-MS	physical	Suginta W (2001)	11563969	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
263038	83718	25578	249813	247609	-	-	Clic4	Ywhaz	-	14-3-3z	Affinity Capture-Western	physical	Suginta W (2001)	11563969	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
263039	83718	81822	249813	249680	-	-	Clic4	Actb	-	Actx	Affinity Capture-Western	physical	Suginta W (2001)	11563969	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
263040	83718	140694	249813	250837	-	-	Clic4	Dnm1	-	Dnm	Affinity Capture-Western	physical	Suginta W (2001)	11563969	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
263043	83718	25578	249813	247609	-	-	Clic4	Ywhaz	-	14-3-3z	Reconstituted Complex	physical	Suginta W (2001)	11563969	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
263044	83718	140694	249813	250837	-	-	Clic4	Dnm1	-	Dnm	Reconstituted Complex	physical	Suginta W (2001)	11563969	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
263045	25578	83718	247609	249813	-	-	Ywhaz	Clic4	14-3-3z	-	Reconstituted Complex	physical	Suginta W (2001)	11563969	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
263046	140694	25932	250837	117431	-	-	Dnm1	CLIC4	Dnm	p64H1|CLIC4L|MTCLIC|H1|huH1	Co-fractionation	physical	Suginta W (2001)	11563969	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
263047	83718	857	249813	107305	-	-	Clic4	CAV1	-	MSTP085|VIP21|CGL3|BSCL3	Co-fractionation	physical	Suginta W (2001)	11563969	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
263167	25097	81822	247169	249680	-	-	Pld2	Actb	Pldc	Actx	Affinity Capture-Western	physical	Lee S (2001)	11373276	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
263171	25097	81822	247169	249680	-	-	Pld2	Actb	Pldc	Actx	Affinity Capture-MS	physical	Lee S (2001)	11373276	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
263172	5338	81822	111354	249680	-	-	PLD2	Actb	-	Actx	Reconstituted Complex	physical	Lee S (2001)	11373276	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
263173	5337	81822	111353	249680	-	-	PLD1	Actb	-	Actx	Reconstituted Complex	physical	Lee S (2001)	11373276	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
269866	79434	6721	249465	112599	-	CTA-250D10.14-005	Rab11b	SREBF2	-	SREBP2|bHLHd2	Two-hybrid	physical	Stelzl U (2005)	16169070	10116	9606	High Throughput	1.0	-	-	-	-	BioGRID
270003	79723	288353	122838	252534	RP11-2K17.2	-	SUV39H2	Cggbp1	KMT1B	-	Two-hybrid	physical	Stelzl U (2005)	16169070	9606	10116	High Throughput	1.0	-	-	-	-	BioGRID
270043	114034	84026	125269	249892	-	-	TOE1	Dnaja2	-	Rdj2|Dj3|Dnj3|Cpr3|DjA2|Hirip4	Two-hybrid	physical	Stelzl U (2005)	16169070	9606	10116	High Throughput	1.0	-	-	-	-	BioGRID
270372	2804	362598	109066	263568	-	-	GOLGB1	Sh3d21	GCP|GCP372|GOLIM1	RGD1305090	Two-hybrid	physical	Stelzl U (2005)	16169070	9606	10116	High Throughput	2.0	-	-	-	-	BioGRID
274622	18024	79255	201744	249453	RP23-374O4.2	-	Nfe2l2	Atf4	Nrf2|AI194320	-	Two-hybrid	physical	He CH (2001)	11274184	10090	10116	Low Throughput	-	-	-	-	-	BioGRID
274623	79255	18024	249453	201744	-	RP23-374O4.2	Atf4	Nfe2l2	-	Nrf2|AI194320	Affinity Capture-Western	physical	He CH (2001)	11274184	10116	10090	Low Throughput	-	-	-	-	-	BioGRID
274882	25747	497778	247775	269088	-	-	Ppara	Dut	PPAR	PIP4|Dutp	Two-hybrid	physical	Chu R (1996)	8910358	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
274883	497778	19013	269088	202317	-	-	Dut	Ppara	PIP4|Dutp	Nr1c1|Ppar|PPAR-alpha|4933429D07Rik|AW742785|PPARalpha	Reconstituted Complex	physical	Chu R (1996)	8910358	10116	10090	Low Throughput	-	-	-	-	-	BioGRID
274884	497778	19015	269088	202319	-	-	Dut	Ppard	PIP4|Dutp	NUC-1|PPAR[b]|PPAR-beta|Nr1c2|PPARdelta|Pparb|NUC1|Pparb/d|PPAR-delta	Reconstituted Complex	physical	Chu R (1996)	8910358	10116	10090	Low Throughput	-	-	-	-	-	BioGRID
274885	497778	19016	269088	202320	-	-	Dut	Pparg	PIP4|Dutp	PPAR-gamma2|PPAR-gamma|PPARgamma2|Nr1c3|PPARgamma	Reconstituted Complex	physical	Chu R (1996)	8910358	10116	10090	Low Throughput	-	-	-	-	-	BioGRID
274886	497778	25747	269088	247775	-	-	Dut	Ppara	PIP4|Dutp	PPAR	Reconstituted Complex	physical	Chu R (1996)	8910358	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
275075	309	25676	106806	247705	-	-	ANXA6	Rasa1	ANX6|CBP68	GAPX|Rasa	Reconstituted Complex	physical	Davis AJ (1996)	8798684	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
275085	58974	140674	248705	250833	-	-	Gabarap	Gabrg1	-	-	Two-hybrid	physical	Kneussel M (2000)	10900017	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
275086	58974	29709	248705	248326	-	-	Gabarap	Gabrg2	-	-	Two-hybrid	physical	Kneussel M (2000)	10900017	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
275087	58974	64845	248705	249211	-	-	Gabarap	Gphn	-	Geph	Two-hybrid	physical	Kneussel M (2000)	10900017	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
275093	312703	266759	260235	251801	-	-	Pex5	Hspa4	PTS1R|PTS1-BP	Hsp110|Hsp70|irp94	Reconstituted Complex	physical	Harano T (2001)	11415446	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
275331	9455	29559	114844	248193	-	-	HOMER2	Grik1	CPD|Vesl-2|ACPD|HOMER-2	GluR5	Two-hybrid	physical	Brakeman PR (1997)	9069287	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
275333	9455	29559	114844	248193	-	-	HOMER2	Grik1	CPD|Vesl-2|ACPD|HOMER-2	GluR5	Affinity Capture-Western	physical	Brakeman PR (1997)	9069287	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
275490	6722	81785	112600	249657	-	-	SRF	Ssrp1	MCM1	-	Two-hybrid	physical	Spencer JA (1999)	10336466	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
275536	81771	2115	249643	108416	-	-	Rps6ka1	ETV1	-	ER81	Affinity Capture-Western	physical	Wu J (2002)	12213813	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
275563	25012	6804	247095	112676	-	-	Snap25	STX1A	SNAP-25B	p35-1|STX1|SYN1A|HPC-1	Two-hybrid	physical	Araki S (1997)	9168999	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
275564	25012	2054	247095	108368	-	-	Snap25	STX2	SNAP-25B	STX2C|EPIM|EPM|STX2B|STX2A	Two-hybrid	physical	Araki S (1997)	9168999	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
275565	25012	6809	247095	112678	-	-	Snap25	STX3	SNAP-25B	STX3A	Two-hybrid	physical	Araki S (1997)	9168999	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
275566	25012	6810	247095	112679	-	-	Snap25	STX4	SNAP-25B	p35-2|STX4A	Two-hybrid	physical	Araki S (1997)	9168999	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
275575	6804	25012	112676	247095	-	-	STX1A	Snap25	p35-1|STX1|SYN1A|HPC-1	SNAP-25B	Two-hybrid	physical	Araki S (1997)	9168999	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
275576	2054	25012	108368	247095	-	-	STX2	Snap25	STX2C|EPIM|EPM|STX2B|STX2A	SNAP-25B	Two-hybrid	physical	Araki S (1997)	9168999	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
275577	6809	25012	112678	247095	-	-	STX3	Snap25	STX3A	SNAP-25B	Two-hybrid	physical	Araki S (1997)	9168999	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
275578	6810	25012	112679	247095	-	-	STX4	Snap25	p35-2|STX4A	SNAP-25B	Two-hybrid	physical	Araki S (1997)	9168999	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
275594	6812	83589	112681	249774	RP11-56D16.3	-	STXBP1	Apba1	rbSec1|P67|MUNC18-1|NSEC1|UNC18	Mint1	Two-hybrid	physical	Okamoto M (1997)	9395480	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
275595	6812	83610	112681	249775	RP11-56D16.3	-	STXBP1	Apba2	rbSec1|P67|MUNC18-1|NSEC1|UNC18	Mint2	Two-hybrid	physical	Okamoto M (1997)	9395480	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
275596	6812	29495	112681	248135	RP11-56D16.3	-	STXBP1	Dlg4	rbSec1|P67|MUNC18-1|NSEC1|UNC18	Sap90|PSD95|Dlgh4	Two-hybrid	physical	Okamoto M (1997)	9395480	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
275597	6812	65134	112681	249255	RP11-56D16.3	-	STXBP1	Stx5	rbSec1|P67|MUNC18-1|NSEC1|UNC18	Stx5a	Two-hybrid	physical	Okamoto M (1997)	9395480	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
275598	83589	25558	249774	247589	-	-	Apba1	Stxbp1	Mint1	Unc18-1|rbSec1A|Munc18-1|NSEC1A|rbSec1|Sec1|nSec1|rbSec1B|ANC18HA|n-sec1	Affinity Capture-Western	physical	Okamoto M (1997)	9395480	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
275599	83589	25558	249774	247589	-	-	Apba1	Stxbp1	Mint1	Unc18-1|rbSec1A|Munc18-1|NSEC1A|rbSec1|Sec1|nSec1|rbSec1B|ANC18HA|n-sec1	Reconstituted Complex	physical	Okamoto M (1997)	9395480	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
275600	83589	116470	249774	250448	-	-	Apba1	Stx1a	Mint1	-	Affinity Capture-Western	physical	Okamoto M (1997)	9395480	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
275603	83589	116470	249774	250448	-	-	Apba1	Stx1a	Mint1	-	Reconstituted Complex	physical	Okamoto M (1997)	9395480	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
275604	83589	25012	249774	247095	-	-	Apba1	Snap25	Mint1	SNAP-25B	Reconstituted Complex	physical	Okamoto M (1997)	9395480	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
275605	83610	25558	249775	247589	-	-	Apba2	Stxbp1	Mint2	Unc18-1|rbSec1A|Munc18-1|NSEC1A|rbSec1|Sec1|nSec1|rbSec1B|ANC18HA|n-sec1	Affinity Capture-Western	physical	Okamoto M (1997)	9395480	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
275606	83610	116470	249775	250448	-	-	Apba2	Stx1a	Mint2	-	Affinity Capture-Western	physical	Okamoto M (1997)	9395480	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
275940	116500	308578	250470	259072	-	-	Snap29	Ap2a1	Gs32	-	Affinity Capture-Western	physical	Rotem-Yehudar R (2001)	11423532	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
275941	25718	293692	247747	254403	-	-	Igf1r	Ehd1	IGFIRC|JTK13	RGD1306960	Affinity Capture-Western	physical	Rotem-Yehudar R (2001)	11423532	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
275942	25718	116500	247747	250470	-	-	Igf1r	Snap29	IGFIRC|JTK13	Gs32	Affinity Capture-Western	physical	Rotem-Yehudar R (2001)	11423532	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
275943	116500	293692	250470	254403	-	-	Snap29	Ehd1	Gs32	RGD1306960	Affinity Capture-Western	physical	Rotem-Yehudar R (2001)	11423532	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
275996	53822	24211	119795	246399	-	-	FXYD7	Atp1a1	-	Nkaa1b	Affinity Capture-Western	physical	Beguin P (2002)	12093728	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
275997	53822	25650	119795	247679	-	-	FXYD7	Atp1b1	-	ATPBS	Affinity Capture-Western	physical	Beguin P (2002)	12093728	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
276176	11244	171159	116406	251160	-	-	ZHX1	Zhx1	-	-	Two-hybrid	physical	Hirano S (2002)	12062805	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
276220	7832	84591	113593	250021	-	-	BTG2	Pick1	TIS21|PC3	Prkcabp	Two-hybrid	physical	Lin WJ (2001)	11237868	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
276221	84591	7832	250021	113593	-	-	Pick1	BTG2	Prkcabp	TIS21|PC3	Reconstituted Complex	physical	Lin WJ (2001)	11237868	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
276222	84591	7832	250021	113593	-	-	Pick1	BTG2	Prkcabp	TIS21|PC3	Affinity Capture-Western	physical	Lin WJ (2001)	11237868	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
276224	50818	84591	119132	250021	-	-	DYT10	Pick1	EKD1|PKC	Prkcabp	Biochemical Activity	physical	Lin WJ (2001)	11237868	9606	10116	Low Throughput	-	Phosphorylation	-	-	-	BioGRID
276598	1048	116655	107478	250540	-	-	CEACAM5	Hnrnpm	CD66e|CEA	Hnrpm|Hnrpm4	Two-hybrid	physical	Bajenova OV (2001)	11406629	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
276599	116655	1048	250540	107478	-	-	Hnrnpm	CEACAM5	Hnrpm|Hnrpm4	CD66e|CEA	Affinity Capture-Western	physical	Bajenova OV (2001)	11406629	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
277096	140938	2908	250872	109165	-	-	Psmc3ip	NR3C1	Gt198|Tbpip	GRL|GCCR|GCR|GR	Reconstituted Complex	physical	Ko L (2002)	11739747	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
277097	140938	2908	250872	109165	-	-	Psmc3ip	NR3C1	Gt198|Tbpip	GRL|GCCR|GCR|GR	Two-hybrid	physical	Ko L (2002)	11739747	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
277797	24536	25239	246689	247279	-	-	Lepr	Apod	Fa	AOPDGN	Two-hybrid	physical	Liu Z (2001)	11344130	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
277798	25239	24536	247279	246689	-	-	Apod	Lepr	AOPDGN	Fa	Reconstituted Complex	physical	Liu Z (2001)	11344130	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
277799	24536	25239	246689	247279	-	-	Lepr	Apod	Fa	AOPDGN	Reconstituted Complex	physical	Liu Z (2001)	11344130	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
277810	29741	25467	248353	247500	-	-	Pik3r2	Irs1	-	IRS1IRM	Affinity Capture-Western	physical	Kessler A (2001)	11120660	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
277811	29741	29376	248353	248029	-	-	Pik3r2	Irs2	-	4PS|IRS-2	Affinity Capture-Western	physical	Kessler A (2001)	11120660	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
277974	2773	84595	109035	250025	RP5-1160K1.2	-	GNAI3	Nucb1	87U6	Nucb	Two-hybrid	physical	Lin P (1998)	9647645	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
277978	64680	7349	249194	113196	-	-	Crhr2	UCN	Crf2r	UROC|UI	Reconstituted Complex	physical	Donaldson CJ (1996)	8612563	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
278069	363875	64158	264467	248985	-	-	Rac1	Tuba1a	-	Tuba1	Co-purification	physical	Best A (1996)	8631991	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
278070	363875	291081	264467	253414	-	-	Rac1	Tubb2b	-	Tubb2|RGD1309427	Co-purification	physical	Best A (1996)	8631991	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
278227	51102	25735	119291	247763	RP11-467D18.1	-	MECR	Hnf4a	FASN2B|NRBF1|CGI-63	Hnf4alpha|Hnf4	Two-hybrid	physical	Masuda N (1998)	9795230	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
278228	51102	24831	119291	246950	RP11-467D18.1	-	MECR	Thrb	FASN2B|NRBF1|CGI-63	C-erba-beta|ERBA2|TRbeta|RATT3REC|Nr1a2|T3rec	Two-hybrid	physical	Masuda N (1998)	9795230	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
278443	192258	113894	251384	250206	-	-	Gabrr3	Sqstm1	-	Osi|ZIP3|ZIP	Two-hybrid	physical	Croci C (2003)	12431995	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
278452	170840	113894	250996	250206	-	-	Slc40a1	Sqstm1	Slc39a1|Slc11a3|Fpn1	Osi|ZIP3|ZIP	Reconstituted Complex	physical	Croci C (2003)	12431995	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
278456	113894	113894	250206	250206	-	-	Sqstm1	Sqstm1	Osi|ZIP3|ZIP	Osi|ZIP3|ZIP	Reconstituted Complex	physical	Croci C (2003)	12431995	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
278459	192258	113894	251384	250206	-	-	Gabrr3	Sqstm1	-	Osi|ZIP3|ZIP	Reconstituted Complex	physical	Croci C (2003)	12431995	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
278460	113894	25522	250206	247554	-	-	Sqstm1	Prkcz	Osi|ZIP3|ZIP	14-3-3-zetaisoform|r14-3-3|Pkcz	Reconstituted Complex	physical	Croci C (2003)	12431995	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
278461	113894	29738	250206	248350	-	-	Sqstm1	Kcnab2	Osi|ZIP3|ZIP	-	Reconstituted Complex	physical	Croci C (2003)	12431995	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
278606	58822	18626	248629	202111	-	RP23-26L6.6	Csnk1e	Per1	-	m-rigui|mPer1|Per	Affinity Capture-Western	physical	Takano A (2000)	10899319	10116	10090	Low Throughput	-	-	-	-	-	BioGRID
278607	58822	18627	248629	202112	-	-	Csnk1e	Per2	-	mPer2|mKIAA0347	Affinity Capture-Western	physical	Takano A (2000)	10899319	10116	10090	Low Throughput	-	-	-	-	-	BioGRID
278608	58822	18628	248629	202113	-	RP23-455G15.2	Csnk1e	Per3	-	mPer3|2810049O06Rik	Affinity Capture-Western	physical	Takano A (2000)	10899319	10116	10090	Low Throughput	-	-	-	-	-	BioGRID
278764	1050	81647	107479	249547	-	-	CEBPA	Atf2	C/EBP-alpha|CEBP	-	Reconstituted Complex	physical	Shuman JD (1997)	9139739	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
278765	81647	1050	249547	107479	-	-	Atf2	CEBPA	-	C/EBP-alpha|CEBP	Far Western	physical	Shuman JD (1997)	9139739	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
278766	1050	81647	107479	249547	-	-	CEBPA	Atf2	C/EBP-alpha|CEBP	-	Far Western	physical	Shuman JD (1997)	9139739	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
278767	81647	1050	249547	107479	-	-	Atf2	CEBPA	-	C/EBP-alpha|CEBP	Co-purification	physical	Shuman JD (1997)	9139739	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
278768	81647	1051	249547	107480	-	PP9092	Atf2	CEBPB	-	C/EBP-beta|CRP2|TCF5|LAP|IL6DBP|NF-IL6	Reconstituted Complex	physical	Shuman JD (1997)	9139739	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
279290	65201	23122	249313	116743	-	-	Clip1	CLASP2	CLIP-170|Rsn	-	Affinity Capture-Western	physical	Akhmanova A (2001)	11290329	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
279403	81672	281165	249569	158525	-	BOS_25483	Grm7	FLNA	-	-	Two-hybrid	physical	Enz R (2002)	11943148	10116	9913	Low Throughput	-	-	-	-	-	BioGRID
279404	24418	281165	246583	158525	-	BOS_25483	Grm5	FLNA	mGluR5	-	Two-hybrid	physical	Enz R (2002)	11943148	10116	9913	Low Throughput	-	-	-	-	-	BioGRID
279405	60590	281165	248875	158525	-	BOS_25483	Grm8	FLNA	mGluR8b|Mglur8|mGlur|Gprc1h|Glur8	-	Two-hybrid	physical	Enz R (2002)	11943148	10116	9913	Low Throughput	-	-	-	-	-	BioGRID
279406	81672	2316	249569	108605	-	XX-FW83128A1.1	Grm7	FLNA	-	CVD1|OPD1|FMD|MNS|FLN-A|OPD|XLVD|XMVD|ABP-280|OPD2|FLN1|FLN|ABPX|NHBP	Reconstituted Complex	physical	Enz R (2002)	11943148	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
279462	81823	83722	249681	249816	-	-	Cib1	Plk2	Cib|Sip2-28	Snk	Reconstituted Complex	physical	Kauselmann G (1999)	10523297	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
279463	81823	58936	249681	248673	-	-	Cib1	Plk3	Cib|Sip2-28	Cnk	Reconstituted Complex	physical	Kauselmann G (1999)	10523297	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
279464	81823	83722	249681	249816	-	-	Cib1	Plk2	Cib|Sip2-28	Snk	Two-hybrid	physical	Kauselmann G (1999)	10523297	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
279465	81823	58936	249681	248673	-	-	Cib1	Plk3	Cib|Sip2-28	Cnk	Two-hybrid	physical	Kauselmann G (1999)	10523297	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
279632	24596	94275	246737	220497	-	RP23-272D10.5	Ngfr	Maged1	p75|LNGFR|p75NTR|Tnfrsf16|RNNGFRR	mFLJ00163|Dlixin|DXBwg1492e|NRAGE|Dlxin1|Dlxin-1|2810433C11Rik|5430405L04Rik	Two-hybrid	physical	Salehi AH (2000)	10985348	10116	10090	Low Throughput	-	-	-	-	-	BioGRID
279633	24596	94275	246737	220497	-	RP23-272D10.5	Ngfr	Maged1	p75|LNGFR|p75NTR|Tnfrsf16|RNNGFRR	mFLJ00163|Dlixin|DXBwg1492e|NRAGE|Dlxin1|Dlxin-1|2810433C11Rik|5430405L04Rik	Reconstituted Complex	physical	Salehi AH (2000)	10985348	10116	10090	Low Throughput	-	-	-	-	-	BioGRID
279634	24596	94275	246737	220497	-	RP23-272D10.5	Ngfr	Maged1	p75|LNGFR|p75NTR|Tnfrsf16|RNNGFRR	mFLJ00163|Dlixin|DXBwg1492e|NRAGE|Dlxin1|Dlxin-1|2810433C11Rik|5430405L04Rik	Affinity Capture-Western	physical	Salehi AH (2000)	10985348	10116	10090	Low Throughput	-	-	-	-	-	BioGRID
280093	10659	54225	115902	248449	RP11-544P1.2	Aa1064	CELF2	Apob	NAPOR|Etr-3|CUGBP2|BRUNOL3|ETR3	ApoB-48|Apo B-100|ApoB-100|Ac1-060	Affinity Capture-RNA	physical	Anant S (2001)	11577082	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
280134	266714	117519	251787	250741	-	-	Myo7a	Keap1	-	Inrf2	Co-purification	physical	Velichkova M (2002)	11921171	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
280581	51100	170920	119289	251030	CGI-61	-	SH3GLB1	Map4k3	dJ612B15.2|Bif-1|PPP1R70	-	Reconstituted Complex	physical	Ramjaun AR (2001)	11384986	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
280582	170920	51100	251030	119289	-	CGI-61	Map4k3	SH3GLB1	-	dJ612B15.2|Bif-1|PPP1R70	Reconstituted Complex	physical	Ramjaun AR (2001)	11384986	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
280583	51100	170920	119289	251030	CGI-61	-	SH3GLB1	Map4k3	dJ612B15.2|Bif-1|PPP1R70	-	Affinity Capture-Western	physical	Ramjaun AR (2001)	11384986	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
280584	170920	51100	251030	119289	-	CGI-61	Map4k3	SH3GLB1	-	dJ612B15.2|Bif-1|PPP1R70	Affinity Capture-Western	physical	Ramjaun AR (2001)	11384986	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
280585	419824	83841	680872	249867	-	-	NFASC	Sdcbp	-	TACIP18|mda-9	Two-hybrid	physical	Koroll M (2001)	11152476	9031	10116	Low Throughput	-	-	-	-	-	BioGRID
280586	419824	311532	680872	259966	-	-	NFASC	Sdcbp2	-	-	Two-hybrid	physical	Koroll M (2001)	11152476	9031	10116	Low Throughput	-	-	-	-	-	BioGRID
280587	419824	83841	680872	249867	-	-	NFASC	Sdcbp	-	TACIP18|mda-9	Reconstituted Complex	physical	Koroll M (2001)	11152476	9031	10116	Low Throughput	-	-	-	-	-	BioGRID
280588	83841	83841	249867	249867	-	-	Sdcbp	Sdcbp	TACIP18|mda-9	TACIP18|mda-9	Two-hybrid	physical	Koroll M (2001)	11152476	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
280589	83841	83841	249867	249867	-	-	Sdcbp	Sdcbp	TACIP18|mda-9	TACIP18|mda-9	Affinity Capture-Western	physical	Koroll M (2001)	11152476	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
280590	83841	83841	249867	249867	-	-	Sdcbp	Sdcbp	TACIP18|mda-9	TACIP18|mda-9	Co-purification	physical	Koroll M (2001)	11152476	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
280592	311532	311532	259966	259966	-	-	Sdcbp2	Sdcbp2	-	-	Two-hybrid	physical	Koroll M (2001)	11152476	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
280593	311532	83841	259966	249867	-	-	Sdcbp2	Sdcbp	-	TACIP18|mda-9	Two-hybrid	physical	Koroll M (2001)	11152476	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
280594	83841	311532	249867	259966	-	-	Sdcbp	Sdcbp2	TACIP18|mda-9	-	Two-hybrid	physical	Koroll M (2001)	11152476	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
280667	140722	29647	250839	248269	-	-	Caskin1	Cask	-	-	Affinity Capture-Western	physical	Tabuchi K (2002)	12040031	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
280668	140722	29647	250839	248269	-	-	Caskin1	Cask	-	-	Reconstituted Complex	physical	Tabuchi K (2002)	12040031	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
280727	1742	56725	108086	248569	-	-	DLG4	Cript	SAP90|SAP-90|PSD95	-	Two-hybrid	physical	Niethammer M (1998)	9581762	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
280728	1742	25469	108086	247502	-	-	DLG4	Kcna4	SAP90|SAP-90|PSD95	RHK1|RK3|Kv1.4|KCHAN|Kv4	Two-hybrid	physical	Niethammer M (1998)	9581762	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
280732	1742	24410	108086	246575	-	-	DLG4	Grin2b	SAP90|SAP-90|PSD95	-	Two-hybrid	physical	Niethammer M (1998)	9581762	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
280814	54292	3579	248512	109793	-	-	Rgs12	CXCR2	-	IL8RA|CD182|IL8R2|CDw128b|IL8RB|CMKAR2	Far Western	physical	Snow BE (1998)	9651375	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
